,content,campus life,drugs,alcohol,greek life,humor,pop culture,dating,sex,sexuality,race,ethnicity,profanity,question,announcement
101,"Beckeh, lemme smash",1.2978214770555496,0.5788497626781464,0.9575248695909977,0.39265481755137444,69.77807283401489,93.54612827301025,14.947539567947388,2.7556492015719414,8.782743662595749,6.7319415509700775,12.802085280418396,56.72374367713928,92.53673553466797,4.8848021775484085
102,| waste so much time watching @aleenashay7 on tiktok,31.472361087799072,12.703344225883484,21.253597736358643,34.9453866481781,97.99322485923767,81.86755180358887,46.54962718486786,33.84816348552704,35.966941714286804,9.355324506759644,10.470634698867798,99.96445178985596,88.35431933403015,91.72971248626709
103,"Fuck it, we ball",8.340483158826828,1.992415077984333,2.2404205054044724,7.213179767131805,31.166300177574158,86.92249059677124,8.329533040523529,3.3249884843826294,8.23659598827362,16.856636106967926,28.022614121437073,76.81000232696533,99.46572184562683,19.92984265089035
104,Can someone pls tell me what paow is,2.9444707557559013,1.6038551926612854,99.3608832359314,0.3230500500649214,86.24188303947449,97.0242977142334,0.08491347543895245,0.26913799811154604,0.9757863357663155,0.5085553973913193,0.524394866079092,37.763816118240356,69.75443363189697,4.715903103351593
105,SPW stands for Seagrams Party Weekend,2.2017646580934525,10.56571677327156,0.11120525887235999,0.3751597832888365,3.414744883775711,1.3860642910003662,1.1536607518792152,0.7653739769011736,0.6860823836177588,1.3963074423372746,1.3529043644666672,72.46233820915222,88.62612247467041,23.000158369541168
106,DDT left no crumbssss,94.0180242061615,25.41796565055847,99.30610060691833,0.9633978828787804,80.73498606681824,93.88943314552307,50.90698599815369,88.41379284858704,94.36618089675903,29.850420355796814,42.31363832950592,97.16742038726807,94.89051103591919,99.49254989624023
107,SENIORS PLZ COME TO STILLY® OAA,98.66532683372498,1.729586347937584,99.52352643013,88.12971115112305,1.0003591887652874,10.041376948356628,24.09040480852127,2.8284158557653427,13.12820017337799,6.390123069286346,5.360351502895355,98.06054830551147,95.04727125167847,94.79605555534363
108,If you didn’t bring your freshman alcohol you're fucked up,1.4054743573069572,99.91000890731812,0.06305585848167539,1.1530078016221523,94.35256123542786,27.18147337436676,1.3913646340370178,1.0675582103431225,15.891599655151367,43.23280155658722,12.239154428243637,99.80850219726562,99.2284893989563,41.7864054441452
109,Rig must put cocaine or something in their rice cus ain’t no way it can taste this jod@@®,1.738068088889122,10.116352140903473,11.104119569063187,2.77805645018816,94.24175024032593,96.8296229839325,2.572939544916153,21.417811512947083,25.997203588485718,6.450212746858597,5.476408079266548,68.62313747406006,86.48092150688171,76.01981163024902
110,hope t pain performs his new release today bc it's boppy,8.412544429302216,19.602085649967194,1.1911776848137379,11.502262949943542,98.58253598213196,97.10411429405212,52.63516306877136,97.8398859500885,97.92611002922058,16.11684411764145,15.736964344978333,99.47184324264526,91.24048352241516,88.87062668800354
111,Glizzy in my pants! Glizzy do a dance!,8.643138408660889,6.694698333740234,12.601268291473389,0.2780685666948557,48.035410046577454,55.33031225204468,92.22182631492615,46.081554889678955,85.62446236610413,30.577898025512695,8.726077526807785,88.0185604095459,97.45064377784729,18.292513489723206
112,last chance colgate really expecting me to have crushes like i've seen enough,92.97941327095032,95.0267493724823,99.50584173202515,17.426085472106934,87.35164403915405,86.70466542243958,6.688838452100754,5.463894084095955,5.690855905413628,11.89303919672966,6.237655505537987,95.54142951965332,95.56171298027039,71.36462330818176
113,"Actually a shame Frank isn’t open 24/7, underclassmen never experienced eating a Ed burger at 3am after blacking out at the jug",98.0266273021698,1.8124759197235107,1.143069937825203,36.17076873779297,38.58819305896759,78.70985865592957,0.5076341331005096,1.3442274183034897,3.5863500088453293,13.50557655096054,6.866715848445892,92.50874519348145,94.00336146354675,93.5534656047821
114,SPW ‘® freshman needing ambulances,5.970952287316322,2.595265582203865,0.5130643956363201,1.4833885245025158,1.613583043217659,13.708016276359558,15.48406034708023,1.9557831808924675,4.650453478097916,20.508740842342377,7.648750394582748,66.95868372917175,99.25701022148132,1.9753513857722282
115,y‘all are still talking about this ... like genuinely is your life that boring can we talk about something more interesting pls,30.03832995891571,4.050607606768608,6.062304973602295,4.865594580769539,89.49880003929138,22.968703508377075,99.5893120765686,87.52476572990417,73.73449206352234,6.717989593744278,5.258111655712128,46.37116491794586,98.85790348052979,99.69441294670105
116,"Hey, if you super like me on tinder, don't ignore me when | come to your room. thanks.",0.5754474084824324,37.614867091178894,79.91513013839722,62.744736671447754,62.960660457611084,6.368796527385712,5.965457484126091,0.5730371456593275,2.554585412144661,2.146274223923683,6.257890164852142,35.5934739112854,58.12990665435791,93.89449954032898
117,Happy birthday dr3w,17.690707743167877,1.4855614863336086,61.32049560546875,0.3131185658276081,14.419473707675934,20.797307789325714,16.343018412590027,11.928561329841614,46.29347622394562,35.36905348300934,8.938172459602356,88.30797076225281,98.83459210395813,16.562630236148834
118,Why is the lib lady so mean,91.8931245803833,0.45571126975119114,1.4819050207734108,3.5586781799793243,11.274972558021545,6.89476877450943,1.7889777198433876,1.7073703929781914,1.7411194741725922,4.0349215269088745,3.365398570895195,45.975497364997864,88.83280754089355,17.535772919654846
119,east hall having one washer in the whole five floor building will be my 13th reason,2.0313598215579987,0.3738965606316924,0.3238874487578869,0.9008032269775867,10.416123270988464,0.9819627739489079,0.5615135654807091,0.2751180902123451,0.293547916226089,3.072815015912056,1.3449819758534431,62.51203417778015,99.40171241760254,18.943509459495544
120,anyone else's GPA significantly lower than high school's ????,15.337270498275757,1.1759497225284576,4.529424384236336,12.355756014585495,15.237139165401459,3.2210204750299454,2.89381705224514,1.8141811713576317,1.9743772223591805,4.659117758274078,4.625138267874718,44.19058859348297,90.3008222579956,64.76041078567505
121,"If you're up before 10, well done warrior",1.4687043614685535,0.18264860846102238,0.31108283437788486,0.38821783382445574,33.37222635746002,3.2424625009298325,4.05048169195652,5.9618789702653885,23.008455336093903,6.328217685222626,4.797730594873428,35.588306188583374,90.29074311256409,75.7099986076355
122,Hot people get pink eye,15.321579575538635,8.673928678035736,10.676667094230652,84.47944521903992,97.35409617424011,53.942710161209106,86.11191511154175,81.32827281951904,96.16624116897583,96.07767462730408,97.8086769580841,89.41986560821533,96.77261114120483,95.32966017723083
123,men amirite,90.19961357116699,0.5009418819099665,1.0112868621945381,1.022565271705389,99.06880855560303,15.115703642368317,0.5590460263192654,0.7781688589602709,1.7612919211387634,46.36814296245575,22.123028337955475,50.725483894348145,97.04654216766357,34.99739170074463
124,funny how huge schools can be inclusive with 10x the amount of people but our little 3000 person school can’t,32.89659917354584,28.81084978580475,15.983432531356812,5.661669746041298,98.95729422569275,34.76816713809967,47.73291349411011,21.472960710525513,26.938679814338684,31.71491026878357,24.50113743543625,99.9505877494812,88.91437649726868,7.56366029381752
125,i'm rolling my face offffff,28.8254976272583,45.27490735054016,99.78156089782715,1.0281593538820744,97.6740300655365,99.13983345031738,2.2642841562628746,2.0313622429966927,4.042565822601318,4.8391833901405334,0.8432810194790363,76.89686417579651,86.45495176315308,67.7438497543335
126,SPW=Seagrams Saturday of the decade,79.90174889564514,14.994408190250397,2.570703625679016,2.371806278824806,1.8517600372433662,0.9520713239908218,11.279939115047455,3.1969383358955383,12.899188697338104,80.29868602752686,52.83657908439636,95.27699947357178,96.26689553260803,84.6894383430481
127,Freshman calm down this why they hate us,12.265297025442123,10.127637535333633,4.410112276673317,4.129274562001228,93.90918612480164,51.562321186065674,30.37634789943695,13.811667263507843,16.929221153259277,9.193898737430573,42.73339807987213,96.30330204963684,96.09057307243347,62.60589361190796
128,Mel,95.9672212600708,55.12400269508362,95.93420624732971,89.24322724342346,70.50756812095642,93.45157742500305,4.511897265911102,50.693994760513306,20.243367552757263,85.94508171081543,12.119493633508682,81.05703592300415,96.72150611877441,58.82912278175354
129,Any frat aux is better than whatever we all just experienced with A-track,17.42747724056244,0.7871439680457115,1.1582262814044952,1.1888228356838226,92.09362268447876,98.79405498504639,0.9970909915864468,0.47504836693406105,4.440641030669212,3.1854331493377686,4.292995855212212,46.85908555984497,91.41981601715088,3.3244233578443527
130,Instead of homework I’ve watched seasons of Friends to get a sense of normalcy amidst my incessant nervous breakdown,9.768147766590118,0.1683844137005508,1.1720980517566204,0.15828015748411417,98.6275315284729,99.28398132324219,1.718374714255333,0.5671814549714327,1.0319408029317856,1.4794467017054558,0.7691001985222101,20.479322969913483,84.26676392555237,4.308056458830833
131,@lastchance memes are actually funny,18.060970306396484,0.11106288293376565,0.4941010847687721,1.9300036132335663,55.432939529418945,5.180168524384499,1.5412579290568829,0.43955426663160324,1.1711887083947659,0.46673635952174664,0.934801809489727,0.632407795637846,43.301066756248474,76.16235613822937
132,Good vibes today!,12.962916493415833,1.923399232327938,36.98044419288635,0.5200859624892473,96.23057842254639,67.3412561416626,78.467857837677,3.9395324885845184,25.077348947525024,23.608975112438202,55.902934074401855,99.48756098747253,94.82101202011108,96.1851716041565
133,albert ik you quit yak but i love you,98.49551320075989,5.934716016054153,13.498018682003021,68.57014298439026,98.79359006881714,28.534981608390808,97.24792838096619,1.8019869923591614,12.344561517238617,0.8457590825855732,2.034175954759121,65.50865173339844,76.17746591567993,99.43186640739441
134,"Live, laugh, love DU",5.484836921095848,3.5086553543806076,1.6330886632204056,1.8837016075849533,1.1014660820364952,1.6564972698688507,1.7862318083643913,0.6422492675483227,7.024972140789032,2.7627628296613693,3.8463279604911804,89.53853249549866,96.50835990905762,35.37164926528931
135,please don’t destroy my room i will cry,0.2668195404112339,0.548713793978095,1.045617088675499,0.22545317187905312,0.7806568406522274,0.43239202350378036,0.6117134355008602,0.3604290075600147,1.5336756594479084,1.476117130368948,1.0234826244413853,78.09289693832397,98.59207272529602,3.1576447188854218
136,why is my throat bleeding,96.46838307380676,4.078839719295502,14.838944375514984,58.26786756515503,33.21157991886139,13.161855936050415,36.073338985443115,5.858680605888367,9.787797182798386,35.77950596809387,30.671584606170654,57.61221647262573,99.26538467407227,98.148512840271
137,can seniors plz just come storm 113 if you lived here at any point we know it was all sophomores until this year but,67.88389682769775,0.9379745461046696,0.4679492209106684,3.483262285590172,90.67626595497131,47.94801473617554,1.0073117911815643,99.73885416984558,99.593985080719,4.3509311974048615,5.297424644231796,98.39986562728882,89.31931853294373,47.78320491313934
138,seniors really needed to walk in right before my masturbation ejaculation and gimmi blue balls,0.3062694566324353,0.7653689011931419,0.274928193539381,0.3101278329268098,0.8840124122798443,0.3658153582364321,4.987556487321854,0.35910934675484896,0.7065002340823412,0.9999739937484264,0.7077343296259642,25.553688406944275,99.20433163642883,42.075806856155396
139,What's the best way to get over ur toxic ex,9.345994144678116,0.13840332394465804,0.31544757075607777,1.8085738644003868,54.3742835521698,64.89361524581909,8.476144820451736,29.40869629383087,48.79561960697174,62.65959143638611,65.19396901130676,94.9986219406128,98.8587498664856,12.962859869003296
140,What are y'all wearing for sow,0.8171391673386097,0.23709533270448446,0.4523928742855787,0.3445434384047985,68.87859106063843,61.5420937538147,90.82133173942566,22.081585228443146,73.98940324783325,7.215166836977005,12.656983733177185,97.6682722568512,86.53210401535034,61.73209547996521
141,"| love cooper eisen, he deserves the world @ ¥ @®",22.864726185798645,8.958835899829865,7.601366937160492,4.924572259187698,13.076044619083405,9.280681610107422,0.904079619795084,7.941322028636932,9.997192770242691,17.86234676837921,8.238906413316727,99.30527806282043,95.49550414085388,77.28694677352905
142,Even your teammates told me you f'ed up,10.586659610271454,34.54447388648987,95.9695816040039,24.66537356376648,86.95133328437805,93.93043518066406,94.7506844997406,88.76245021820068,40.937402844429016,3.4725449979305267,3.604194149374962,82.75856375694275,95.91034054756165,99.31777715682983
143,ROLL DU TONIGHT,81.15097284317017,0.13265061425045133,63.17299008369446,2.7659419924020767,90.05778431892395,56.94469213485718,0.16622545663267374,0.45619006268680096,20.02389430999756,10.611546039581299,79.17196154594421,92.19895005226135,95.08766531944275,18.546663224697113
144,Imagine having franksgiving for senior dinner,35.181304812431335,94.7654128074646,98.80602955818176,2.998429909348488,95.72542905807495,86.93134784698486,14.604933559894562,94.37348246574402,94.10472512245178,29.346761107444763,16.737152636051178,92.75540709495544,99.43676590919495,22.907865047454834
145,How hard is it gonna be to sneak nips into the concert?,14.984305202960968,2.343132719397545,1.9821638241410255,1.9010692834854126,0.37656391505151987,2.0440256223082542,44.790008664131165,21.317896246910095,13.550186157226562,20.19526958465576,13.916505873203278,93.96823048591614,96.44622206687927,61.48306727409363
146,| hope | don’t bleed on someone tn,10.022441297769547,0.069762475322932,0.23644801694899797,0.5432674661278725,0.4726823419332504,81.50572180747986,0.5277302581816912,0.5912980064749718,0.8037448860704899,0.8027820847928524,0.09740717359818518,7.7092282474040985,1.5219863504171371,96.0916519165039
147,"SPW truly is an ""we're all in this together"" moment",99.14494156837463,55.269330739974976,97.15532064437866,8.916929364204407,98.93845915794373,70.95174789428711,23.45258593559265,5.920282751321793,8.249395340681076,21.92373275756836,57.72665739059448,55.71649670600891,90.69334864616394,60.62905192375183
148,"tau tn was the most fun I’ve had at colgate, and | left tach to go there @AS tau®beta*fun people",57.987040281295776,0.43239607475697994,0.7151640951633453,0.8395039476454258,1.8226312473416328,4.311477392911911,0.29448436107486486,0.6790144369006157,1.2741390615701675,4.95111420750618,1.597265899181366,24.16909784078598,63.760364055633545,99.47530031204224
149,Shoutout to everyone trying to get their work done before SPW we are almost there folks keep up the good work,97.20767140388489,2.652464248239994,3.643249347805977,5.195948109030724,20.675377547740936,8.17931592464447,4.3518103659152985,3.6049213260412216,9.089329093694687,22.785083949565887,22.823898494243622,98.49151372909546,95.02130150794983,60.380011796951294
150,Not enough motley crue and sabbath heads at this school,4.9720533192157745,12.304630875587463,5.9893932193517685,2.6947002857923508,58.07322859764099,49.89640712738037,12.478533387184143,4.720540344715118,11.73819750547409,23.17482978105545,43.43666434288025,36.10893189907074,90.21696448326111,93.20918917655945
151,Silencio Bruno!,15.062876045703888,0.35898855421692133,0.6870786193758249,0.5835812073200941,12.761092185974121,84.15679335594177,1.9993232563138008,1.0773789137601852,1.7991092056035995,6.117614731192589,1.5263752080500126,72.55540490150452,95.7586944103241,62.02394962310791
152,There's absolutely no cool way to chase a ping pong ball,5.426788330078125,2.090333215892315,99.80132579803467,2.9636189341545105,22.04931378364563,60.30404567718506,0.8038329891860485,0.6739318370819092,4.665595665574074,0.21751979365944862,0.426131347194314,67.4250602722168,23.408080637454987,7.6019287109375
153,drink drink drink party party party,96.46838307380676,4.078839719295502,14.838944375514984,58.26786756515503,33.21157991886139,13.161855936050415,36.073338985443115,5.858680605888367,9.787797182798386,35.77950596809387,30.671584606170654,57.61221647262573,99.26538467407227,98.148512840271
154,can seniors plz just come storm 113 if you lived here at any point we know it was all sophomores until this year but,2.614486590027809,0.7935748435556889,1.126781664788723,0.9480055421590805,10.707733780145645,95.8483874797821,99.58047270774841,98.52654337882996,98.52942228317261,61.389029026031494,87.20746636390686,41.36157035827637,95.7449197769165,92.1107292175293
155,| heard Christina Aguilera wants to get with Nikhil,1.579601690173149,0.8322111330926418,0.9944767691195011,1.1334381997585297,2.6691650971770287,1.177915371954441,2.4442847818136215,0.319315236993134,1.2286340817809105,8.783987909555435,2.2154370322823524,98.60399961471558,98.87312054634094,42.86689758300781
156,Ayo real talk I’m crossed af but does anyone got any double AA batteries my computer mouse is broken,33.764368295669556,30.725300312042236,85.54171323776245,7.419769465923309,99.61703419685364,96.77833914756775,45.919907093048096,47.06591069698334,63.29783797264099,30.291587114334106,18.17609965801239,99.81750249862671,92.1001136302948,99.50881600379944
157,Block gonna b lit,11.359025537967682,3.2112251967191696,1.6362322494387627,2.024325914680958,44.5360392332077,4.852883890271187,3.8562383502721786,4.3716467916965485,23.154069483280182,16.02438986301422,9.178975224494934,99.61218237876892,82.08799958229065,99.07293915748596
158,"Shout out to the person who let me violently shit in peace, you a real one",99.33457374572754,92.04273223876953,99.73752498626709,69.56676840782166,99.18400049209595,98.64215850830078,26.012256741523743,47.63619601726532,18.812885880470276,58.839839696884155,94.05091404914856,99.92753863334656,85.99390983581543,14.25664871931076
159,God damn tau was fun. Thank you,93.16524267196655,0.2613174496218562,99.17746782302856,1.8258782103657722,50.811564922332764,16.988438367843628,3.3287767320871353,0.31729782931506634,46.85126841068268,3.0995381996035576,4.861825704574585,36.427560448646545,96.88922166824341,80.55874109268188
160,Beer and wine at this senior dinner tonight? Count me in,95.40138840675354,12.56558746099472,72.59742617607117,18.33498775959015,97.41494059562683,98.66785407066345,86.62887215614319,97.89751768112183,97.71627187728882,32.002097368240356,29.72860336303711,94.31391954421997,90.89725613594055,99.5345413684845
161,Come to Drake we will moon and flash,50.75144171714783,0.9433232247829437,37.244102358818054,5.1620714366436005,73.43130111694336,14.065223932266235,7.056170701980591,2.312842942774296,6.92799836397171,3.302355483174324,4.409701377153397,5.941096320748329,59.806668758392334,8.363484591245651
162,Good vibes tonight everyone!! Hope to keep the party going tomorrow,25.141429901123047,0.27874025981873274,0.7973214611411095,0.9265937842428684,16.329985857009888,5.816620588302612,1.802453026175499,1.9690455868840218,1.5290752053260803,31.94228708744049,2.178880199790001,13.18284124135971,75.03963112831116,21.301381289958954
163,Thank you Hamilton weather for blessing us with a semi-warm day for SPW day 2,16.425852477550507,9.971405565738678,1.2694253586232662,54.00165915489197,94.1439688205719,79.48481440544128,17.697151005268097,23.12665432691574,78.0582845211029,65.2279257774353,95.19987106323242,96.01215720176697,86.96383237838745,79.85625863075256
164,Turns out the only thing that could make a kappa girl shut up is a binky,0.07540441583842039,0.06657669437117875,2.6199374347925186,0.40634823963046074,98.12017679214478,67.78767108917236,0.07213712669909,0.25194354820996523,15.106812119483948,1.5889069065451622,3.5681206732988358,64.38876390457153,77.23517417907715,9.278032928705215
165,Firefighters must love blowing out the candles on their birthday,7.236362248659134,25.518351793289185,59.91476774215698,2.6069412007927895,26.725074648857117,12.470362335443497,34.3956857919693,3.303496539592743,36.648741364479065,49.969592690467834,97.89733290672302,99.08398985862732,92.81231164932251,60.096198320388794
166,Seniooors dont go @@,98.45162630081177,9.938076138496399,36.05507016181946,96.4011549949646,74.49625134468079,15.849010646343231,64.19181227684021,98.772531747818,99.57595467567444,16.85105711221695,13.170213997364044,62.22536563873291,99.54155683517456,1.3676980510354042
167,"Jeopardy: This short king has an immense ego, is a virgin, and hosts the best orgies on campus",6.154530122876167,0.693555036559701,0.55973413400352,1.1047997511923313,99.5033860206604,7.230581343173981,7.786688953638077,2.158408798277378,8.27149972319603,1.1465310119092464,4.363967478275299,74.27460551261902,84.40756797790527,3.8370177149772644
168,jk i love you all,17.30238050222397,1.3607055880129337,0.6580320186913013,0.17015759367495775,92.66076683998108,95.27925848960876,6.600196659564972,9.343970566987991,30.51130175590515,70.0364887714386,83.31241011619568,93.09478402137756,99.47185516357422,14.602155983448029
169,Yo why does a track look exactly like Russian Chris #creeptrack,17.759057879447937,0.22710086777806282,0.2524107228964567,1.4114158228039742,26.984819769859314,11.871381103992462,1.5036216005682945,25.51187574863434,79.5655906200409,3.191457688808441,1.9898727536201477,95.88191509246826,99.5607078075409,26.102083921432495
170,When is west being stormed... | wanna shower but | don’t know if | should,87.50702738761902,35.50183176994324,62.863099575042725,20.861288905143738,35.3939563035965,44.58264112472534,99.28754568099976,99.43776726722717,98.60364198684692,10.961787402629852,14.47247862815857,48.16643297672272,98.90437126159668,6.9396719336509705
171,Anyone else end up hooking up with the senior that came by last night?,4.996619373559952,2.3012377321720123,5.8921582996845245,0.7073614280670881,89.75841403007507,80.84534406661987,45.53861618041992,56.95385932922363,66.59114956855774,49.20315742492676,17.828522622585297,99.74479675292969,89.44732546806335,19.579021632671356
172,| saw ryan rosenballs in the corner of tach he said “she bad” and then checked the weather app,77.87935733795166,0.7361462339758873,19.902771711349487,31.4891517162323,1.783916912972927,2.393989637494087,6.454786658287048,2.1439412608742714,2.938840724527836,5.155249685049057,4.5232269912958145,65.5461311340332,85.45007109642029,74.47081804275513
173,"nobody here, especially freshmen, has party etiquette people so rude it embarrassing",1.2342249043285847,0.3435760037973523,1.080375351011753,0.17775807064026594,38.968709111213684,66.83380007743835,0.23498076479882002,0.8007931523025036,0.9781247936189175,9.835456311702728,72.56824970245361,68.54474544525146,98.79603385925293,92.63622760772705
174,Chicago style pizza isn’t real pizza,69.5117712020874,19.944047927856445,2.463274635374546,1.3568957336246967,0.1663853763602674,4.3304599821567535,1.3620860874652863,2.758418954908848,2.5005150586366653,18.99240016937256,24.87592101097107,59.30846333503723,94.48695778846741,99.8072862625122
175,East 212 better brace for impact,94.25613284111023,58.1088125705719,0.3324402030557394,1.9679147750139236,10.050523281097412,17.856286466121674,8.802852034568787,3.3631425350904465,27.686583995819092,4.028898477554321,3.3988431096076965,91.50280952453613,99.40481185913086,98.29445481300354
176,guys please urgent has anyone seen a big ass purple chapstick near ho or the library? its lavender zum. i need it back for finals week or else ill probably die,47.46485948562622,6.331777572631836,8.507328480482101,6.298927962779999,49.34589862823486,20.75120359659195,9.731899946928024,9.107230603694916,14.239335060119629,23.806363344192505,16.178497672080994,93.81003975868225,97.01974987983704,54.41652536392212
177,| walked into Cobb basement and suddenly my nails were covered in chipped black polish. Wtf,98.05284142494202,9.332668781280518,63.08867335319519,22.45500385761261,9.973052889108658,8.383654803037643,31.49244487285614,23.801599442958832,16.37115329504013,31.959831714630127,13.623975217342377,53.223592042922974,95.05135416984558,99.77782368659973
178,Freshman be ready for seniors to storm the dorms tmmrw night,47.28182852268219,0.030759963556192815,0.22571932058781385,0.2586575457826257,3.0945301055908203,30.526703596115112,0.10847419034689665,0.07845814689062536,0.25609510485082865,1.1287855915725231,0.794337410479784,28.449919819831848,99.29077625274658,55.79379200935364
179,When are where are the food trucks?,97.94161319732666,8.638297766447067,67.92631149291992,51.12895965576172,14.64684009552002,30.961066484451294,12.230776250362396,65.26569724082947,90.34331440925598,65.54216742515564,47.5531280040741,97.01299667358398,99.3099570274353,18.492817878723145
180,How can you be a party school but have all the frats closed even for spw,53.42680215835571,1.1162866838276386,10.646112263202667,1.4485414139926434,69.27006244659424,1.4478234574198723,6.719896197319031,9.164118766784668,13.318297266960144,16.53463840484619,22.46037721633911,69.90870833396912,76.61274075508118,34.109896421432495
181,Tuck tuck glad to be keeping up the Burke 410 tradition,45.04873752593994,0.509788328781724,5.841199308633804,0.834567379206419,56.88061714172363,94.69720721244812,2.912427857518196,7.724880427122116,24.87538307905197,13.087262213230133,6.390219181776047,25.163933634757996,74.79812502861023,99.23089742660522
182,SPW photo contest! u can win $50 from the bookstore. colgateclsi on insta for more details,99.25957322120667,0.5960316862910986,0.5334616173058748,30.96402883529663,8.911624550819397,2.07509882748127,4.343655705451965,1.509382203221321,3.0241182073950768,5.385874956846237,4.513316974043846,61.159878969192505,92.78600215911865,99.79331493377686
183,Freshmen you gotta step your game up this school can give u so much more! Cheer up!,0.278907991014421,0.38797047454863787,0.1430405885912478,0.44755679555237293,0.06406139582395554,0.10784299811348319,0.09567291126586497,0.13457948807626963,0.6200957112014294,1.203648466616869,1.3633141294121742,92.257159948349,88.02790641784668,36.95668280124664
184,my depression room is so bad rn i feel disgusting,7.118384540081024,0.1469423878006637,0.1355713466182351,1.0317892767488956,0.6064186803996563,11.150657385587692,1.6862304881215096,24.79793280363083,90.94734787940979,0.4229506477713585,0.5791654344648123,97.29374051094055,99.05028343200684,34.43637788295746
185,"Why is literally every girl | Know, including me, on their period rn wtf",30.728065967559814,32.467785477638245,6.932996958494186,10.787072032690048,66.85910224914551,33.02473723888397,46.32745683193207,6.87553808093071,7.187039405107498,13.591119647026062,12.74058073759079,77.5421142578125,92.13013052940369,81.07657432556152
186,DRAKE 3rd FLOOR yall were so nice and cool,76.71005129814148,0.1206564367748797,1.42699358984828,13.597778975963593,16.148878633975983,87.14578747749329,0.7494503632187843,90.68226218223572,65.76876044273376,29.11744713783264,4.286500066518784,46.67595028877258,98.10318350791931,23.80870282649994
187,Anyone else not gonna enjoy spw because of finals?,37.4462366104126,0.17118256073445082,0.3463655477389693,5.118140950798988,26.59185230731964,1.9844833761453629,0.5572981666773558,2.3568978533148766,8.940695971250534,30.293819308280945,12.2317835688591,92.29050278663635,81.85175061225891,99.31954145431519
188,friendly reminder to get ur work done before spw! you got this!!,75.00346302986145,0.37537903990596533,0.27464465238153934,0.6101962644606829,6.71406090259552,88.5404109954834,95.94060182571411,5.171883851289749,94.4656252861023,0.8437708951532841,1.429289299994707,52.991533279418945,99.03923273086548,52.89216637611389
189,"At this point | would very much like to fall in love with someone in the library, like Dash and Lilly  Does anyone want to try it?",19.18415129184723,89.34019804000854,94.1412091255188,3.3690713346004486,40.32951891422272,67.3844575881958,13.807611167430878,3.292972967028618,9.264788031578064,4.390206187963486,1.661992073059082,52.761900424957275,82.95996189117432,96.34479284286499
190,JUG IS NOT CLOSING just got confirmation from John himself,3.6119360476732254,1.7069999128580093,1.3832885771989822,1.5894027426838875,6.595238298177719,4.2235154658555984,96.77863121032715,2.3819878697395325,5.863054096698761,25.437408685684204,12.183049321174622,29.81453239917755,99.11565780639648,89.85154032707214
191,do u find out who matched u on last chance if u dont fill out the form,0.5455438978970051,0.12239831266924739,0.130840006750077,1.2433155439794064,0.050301558803766966,0.455621350556612,4.228369519114494,0.7527198176831007,20.413838326931,18.675561249256134,3.164956718683243,99.83048439025879,56.8294882774353,5.715100094676018
192,crying to ultraviolence | hate men,36.812591552734375,1.8183397129178047,3.6353152245283127,7.0783831179142,69.62878108024597,13.735653460025787,97.1077024936676,28.396180272102356,79.93748188018799,59.02172327041626,27.352353930473328,99.09808039665222,99.03576970100403,69.43315863609314
193,Julia -@; came up to me and said | hate my boyfriend will u fist me,14.809063076972961,1.8273167312145233,10.551556199789047,2.578243799507618,15.221981704235077,84.24783945083618,2.3709557950496674,2.0761320367455482,6.193901225924492,19.964273273944855,14.634670317173004,29.061195254325867,98.81885647773743,31.396886706352234
194,Who was the band that opened for a trak,0.9957711212337017,1.0376537218689919,0.1998724415898323,0.6010252516716719,13.2112517952919,1.1003287509083748,0.1255201641470194,0.1680594403296709,0.5248748697340488,0.5123265087604523,0.7236962206661701,51.68686509132385,94.42119002342224,11.28559559583664
195,did not think sleeping this much was possible but being depressed does that to ya @,84.15921926498413,32.738277316093445,42.811763286590576,2.7218906208872795,92.0021116733551,87.75134086608887,24.06470477581024,55.68024516105652,94.6946918964386,74.16349053382874,95.36981582641602,99.59560036659241,92.33933091163635,57.657790184020996
196,There were a whole lotta npcs roaming around frank at senior dinner In,18.6209037899971,4.579295963048935,33.74375402927399,1.9332770258188248,82.67371654510498,88.94746899604797,6.335727870464325,99.46601986885071,99.39537644386292,94.00925040245056,95.2246606349945,96.58287167549133,97.66108989715576,66.22808575630188
197,Y'all really kept Yankee out from his own orgy,10.048221051692963,0.15403792494907975,0.15245206886902452,0.40734601207077503,4.896171018481255,4.659527167677879,52.35486030578613,5.545230209827423,56.25686049461365,2.895197458565235,1.5092285349965096,91.77361726760864,99.12005066871643,99.1178572177887
198,Guys plz | need batteries,84.22675132751465,3.4951481968164444,1.6328850761055946,3.911152109503746,38.12431991100311,77.95023322105408,6.191080063581467,2.448057197034359,11.008019000291824,16.82436317205429,6.757168471813202,83.31220149993896,97.68177270889282,99.06103014945984
199,To anyone that thinks it’s a move to blast music before 11:30 today.. immediately no,2.1732650697231293,1.8205402418971062,3.4320108592510223,20.65144032239914,15.313519537448883,81.99698328971863,2.8222963213920593,1.4713370241224766,4.525497928261757,2.8620637953281403,8.687341958284378,20.56199610233307,95.02536058425903,33.350130915641785
200,Tach band>>>>>,1.5228486619889736,0.285020493902266,0.5750429350882769,0.4354157019406557,0.052901566959917545,0.5223960150033236,1.5412679873406887,0.3030614461749792,1.0293279774487019,1.7218496650457382,1.8603449687361717,32.42340683937073,94.02456283569336,9.976230561733246
